Rom	Game Title (Optimized)	Recommended Emulator	Pi 3B+ (OC 1700)	FPS	Visuals	Audio	Controls	Notes
tail2nos	Tail to Nose	lr-fbneo	o	o	o	o	o	Clone: (sformula)
tailg	Tail Gunner	lr-mame	o	o	o	o	tb	Download/install samples
talbot	Talbot	lr-mame2016	o	o	o	o	o	
tangtang	Tang Tang	lr-fbneo	o	o	o	o	o	
tank8	Tank 8	lr-mame2016	o	o	o	o	o	Need more than 1 player for this to be meaningful
tankbatt	Tank Battalion	lr-mame	o	o	o	o	o	Download/install samples
tankbust	Tank Busters	lr-fbneo	o	o	o	o	o	
tankfrce	Tank Force	lr-fbneo	o	o	o	o	o	
tantr	Puzzle & Action: Tant-R	lr-mame2016	o	o	o	o	o	
taotaido	Tao Taido	lr-fbneo	o	o	o	o	o	
tapper	Tapper (Budweiser)	lr-fbneo	o	o	o	o	o	
targ	Targ	lr-mame2016	o	o	o	o	o	Download/install samples
targeth	Target Hits	lr-fbneo	o	o	o	o	lg	
tattack	Time Attacker	lr-mame	o	o	o	o	x	Download/install samples
tattass	[Proto] Tattoo Assassins	lr-fbneo	o	o	o	o	o	
tattassa	[Proto] Tattoo Assassins (Asia)	lr-fbneo	o	o	o	o	o	
taxidrvr	Taxi Driver	lr-mame2016	o	o	o	o	o	
tazmania	Tazz-Mania	lr-fbneo	o	o	o	o	o	
tblkkuzu	Block Kuzushi, The	lr-mame2016	!	o	o	o	o	20 FPS on PI 3B+, but works. Perfect on Pi 4B
tbowl	Tecmo Bowl	lr-fbneo	o	o	o	o	o	
tbyahhoo	Twinbee Yahhoo!	lr-mame2016	o	o	o	o	o	
tceptor	Thunder Ceptor	lr-fbneo	o	o	o	o	o	
tceptor2	Thunder Ceptor II	lr-fbneo	o	o	o	o	o	
tcobra2	Twin Cobra II	lr-fbneo	o	o	o	o	o	Clone: (ktiger2)
tdfever	Touchdown Fever	lr-fbneo	o	o	o	o	o	
tdfever2	Touchdown Fever II	lr-fbneo	o	o	o	o	o	
tdpgal	Triple Draw Poker	lr-fbneo	o	o	o	o	x	
tdragon	Thunder Dragon	lr-fbneo	o	o	o	o	o	
tdragon2	Thunder Dragon 2	lr-fbneo	o	o	o	o	o	Clone: Big Bang (bigbang)
teamqb	John Elway's Team Quarterback	lr-mame2016	o	o	o	o	o	Licensed port of "All American Football"
techromn	Tech Romancer	advmame	x	-	o	o	o	A few FPS misses with advmame. Still better than 2010 and 2016. Wish this were faster.
tecmowcm	Tecmo World Cup Millennium	lr-mame2016	x	o	o	o	o	
teddybb	Teddy Boy Blues	lr-fbneo	o	o	o	o	o	
teedoff	Tee'd Off	lr-mame2016	o	o	o	o	tb	Trackball necessary for speed control
teetert	[Proto] Teeter Torture	lr-mame2016	o	o	o	o	o	
tehkanwc	Tehkan World Cup	lr-mame2016	o	o	o	o	o	
tekipaki	Teki-Paki	lr-fbneo	o	o	o	o	o	
tekken	Tekken	lr-mame2010	x	o	o	o	o	
tekken2	Tekken 2	lr-mame2010	x	o	o	o	o	
tekken3	Tekken 3	lr-mame2003-Plus	!	o	o	x	o	No audio w/2003, but great framerate. 2010 has audio, but poor fps
tektagt	Tekken Tag Tournament	lr-mame2010	!	x	o	x	o	About 48 FPS with 2010. Best on the Pi4
teljan	[Adult] Tel Jan	lr-fbneo	o	o	o	o	kb	
tempest	Tempest	lr-mame	o	o	o	o	sp	3B+: Use advmame for speed and beauty 4B: Use lr-mame 0.209 for best results with Buster
temptube	Tempest Tubes	lr-mame	o	o	o	o	sp	3B+: Use advmame for speed and beauty 4B: Use lr-mame 0.209 for best results with Buster
tengai	Tengai	lr-fbneo	o	o	o	o	o	Excellent PsiKyo shooter
tenkomor	Tenkomori Shooting	lr-mame2010	x	o	o	o	o	Best w/2010
tenup	Ten Up	lr-mame2015	o	o	o	o	o	2016 & lr-mame no worky...
term2	Terminator 2 Judgment Day	lr-fbneo	o	o	o	o	lg	FIRST LAUNCH: Must have 2 controllers enabled to calibrate "guns".
terracre	Terra Cresta	lr-fbneo	o	o	o	o	o	
terraf	Terra Force	lr-fbneo	o	o	o	o	o	
tetris	Tetris (SEGA)	lr-fbneo	o	o	o	o	o	Clone: (tetrist)(tetrisbx)
tetrisp	Tetris Plus	lr-mame2016	x	o	o	o	o	
tetrisp2	Tetris Plus 2	lr-mame2016	o	o	o	o	o	
tetrisse	Tetris (SEGA Japan)	lr-fbneo	o	o	o	o	o	
tetrsark	Tetris (D.R. Korea)	lr-fbneo	o	o	o	o	o	
tfrceac	Thunder Force AC	lr-mame2016	o	o	o	o	o	
tgm2	Tetris The Absolute Grand Master 2	lr-fbneo	o	o	o	o	o	
tgmj	Tetris The Grand Master	lr-mame2010	o	o	o	o	o	Best with 2010
tgtbal96	[Adult] '96 Target Ball	lr-mame	o	o	o	o	o	
tharrier	Task Force Harrier	lr-fbneo	o	o	o	o	o	
thedeep	Deep, The	lr-fbneo	o	o	o	o	o	Clone: (rundeep)
theend	End, The	lr-fbneo	o	o	o	o	o	
theglad	Gladiator, The	lr-fbneo	o	o	o	o	o	
thehand	Hand, The	lr-mame2016	o	o	o	o	o	Download/install samples
themj	[Adult] Mah-Jong, The	lr-mame	o	o	o	o	kb	
thepit	Pit, The	lr-fbneo	o	o	o	o	o	
theroes	Thunder Heroes	lr-fbneo	o	o	o	o	o	
thief	Thief	lr-fbneo	o	o	o	o	o	Download/install samples
thndrbld	Thunder Blade	lr-fbneo	o	o	o	o	o	
thndrx2	Thunder Cross II	lr-fbneo	o	o	o	o	o	
thndzone	Thunder Zone	lr-fbneo	o	o	o	o	o	Clone (dassault)
thoop	Thunder Hoop	lr-fbneo	o	o	o	o	o	
thoop2	TH Strikes Back	lr-fbneo	o	o	o	o	o	
thunderj	ThunderJaws	lr-fbneo	o	o	o	o	o	
thunderl	Thunder & Lightning	lr-fbneo	o	o	o	o	o	
thunderx	Thunder Cross	lr-fbneo	o	o	o	o	o	
thundfox	Thunder Fox	lr-fbneo	o	o	o	o	o	
thunt	Puzzle & Action: Treasure Hunt	advmame	x	o	o	o	o	SEGA Titan. Use advmame Video Option magnification 3.
tickee	[Ticket] Tikee Tickats	lr-mame	o	o	o	o	o	
tictac	Tic Tac Trivia	lr-mame2016	o	o	o	o	kb	Remap keys or use keyboard
tigerh	Tiger-Heli	lr-fbneo	o	o	o	o	o	
tigeroad	Tiger Road	lr-fbneo	o	o	o	o	o	Clone (toramich)
timber	Timber	lr-fbneo	o	o	o	o	o	
timekill	Time Killers	lr-fbneo	o	o	o	o	o	
timelimt	Time Limit	lr-fbneo	o	o	o	o	o	
timeplt	Time Pilot	lr-fbneo	o	o	o	o	o	Clone (timefgtr) (spaceplt)
timescan	Time Scanner	lr-fbneo	o	o	o	o	o	
timesold	Time Soldiers	lr-fbneo	o	o	o	o	o	Clone: (btlfield)
timesupd	[Demo] Time's Up	lr-fbneo	o	o	o	o	o	"Loose" :)
timetunl	Time Tunnel	lr-fbneo	o	o	o	o	o	
tinklpit	Tinkle Pit	lr-mame2003-Plus	o	o	o	o	o	namcona1.c driver does not work with 2016 & lr-mame. 2015 is too slow.
tinstar	Tin Star, The	lr-fbneo	o	o	o	o	o	2 sticks + 2 fire buttons
titanpac	Pac-Man (Bootleg: Titan)	lr-fbneo	o	o	o	o	o	
titlef	Title Fight	lr-mame2016	x	o	o	o	-	MAME 2003-Plus is the only emulator that renders the crowd, but has major control issues and lots of visual problems. Cannot use R-Stick w/lr-mame or lr-mame2016 due to r-analog issues -- but since 2016 is the most solid for gameplay:  Ideal controller setup:  May L-Stick to DPad controls and Map R-Stick controls to Buttons!  Works well this way and bypasses the 2016 controller bug. 2016 is fast enough to support dual monitors, so turn on with MAME Video Options if desired.
tjumpman	Tobikose! Jumpman	lr-mame2016	x	o	o	o	o	Gambling, but interesting. Hit F2 on maiden run. Reset after.
tkdensho	Touki Denshou Angel Eyes	lr-fbneo	o	o	o	o	o	
tkmmpzdm	Tokimeki Memorial Taisen Puzzle-Dama	lr-mame2016	o	o	o	o	o	
tkoboxng	Vs. T.K.O. Boxing	lr-mame2016	o	o	o	o	o	
tm	Touchmaster	lr-mame	o	o	o	o	tb	
tm2k	Touchmaster 2000	lr-mame	o	o	o	o	tb	
tm3k	Touchmaster 3000	lr-mame	o	o	o	o	tb	
tm4k	Touchmaster 4000	lr-mame	o	o	o	o	tb	
tm5k	Touchmaster 5000	lr-mame	o	o	o	o	tb	
tm7k	Touchmaster 7000	lr-mame	o	o	o	o	tb	
tm8k	Touchmaster 8000	lr-mame	o	o	o	o	tb	
tmek	T-Mek	lr-mame2016	x	o	o	o	o	Recommend: Set Buttons 1-3 to L1, R1 and L2/R2. Also set  AD Stick to R-analog stick. Set AD Stick 2 to L-analog
tmnt	Teenage Mutant Ninja Turtles	lr-fbneo	o	o	o	o	o	Be sure that Retroarch is set for 4 controllers
tmnt2	Teenage Mutant Ninja Turtles: Turtles in Time	lr-fbneo	o	o	o	o	o	Be sure that Retroarch is set for 4 controllers
tndrcade	Thundercade	lr-fbneo	o	o	o	o	o	
tnextspc	Next Space, The	lr-fbneo	o	o	o	o	o	
tnk3	TNK-III	lr-fbneo	o	o	o	o	o	
tnzs	Newzealand Story, The	lr-fbneo	o	o	o	o	o	
todruaga	Tower of Druga, The	lr-fbneo	o	o	o	o	o	
toffy	Toffy	lr-mame2016	o	o	o	o	o	
togenkyo	[Adult] Tougenkyou	lr-mame	o	o	o	o	o	
toggle	[Proto] Toggle	lr-mame2016	o	o	o	o	o	Bally/Sente
toki	Toki	lr-fbneo	o	o	o	o	o	Clone (juju)
tokio	Tokio	lr-mame	o	o	o	o	o	
tokisens	Chrono-Soldier	lr-fbneo	o	o	o	o	o	
tokkae	Taisen Tokkae-Dama	lr-mame2016	o	o	o	o	o	Great game! Cross between modern match 3 and Puyo Puyo
tokyogal	[Adult] Tokyo Gal Zukan	lr-mame	o	o	o	o	kb	
tomagic	Tom Tom Magic	lr-fbneo	o	o	o	o	o	
tomahawk	Tomahawk 777	lr-mame2016	o	o	o	x	o	Some missing sounds (fire and explosions) with all emulators
tomcat	[Proto] Tomcat	lr-mame	o	o	o	-	?	Can fly around and throttle power; No shooting? No audio for this prototype
tondemo	Tondemo Crisis	lr-mame2016	x	o	o	o	o	
toobin	Toobin'	lr-fbneo	o	o	o	o	o	
topgun	Vs. Top Gun	lr-mame2016	o	o	o	o	o	
tophuntr	Top Hunter	lr-fbneo	o	o	o	o	o	NEO-GEO
toppyrap	Toppy & Rappy	lr-fbneo	o	o	o	o	o	
toprollr	Top Roller	lr-mame2016	o	o	o	o	o	
topsecex	Top Secret (Exidy)	lr-mame2016	o	o	o	o	o	
topshoot	Top Shooter	lr-mame2016	o	o	o	o	o	Gambling game, but interesting
topspeed	Top Speed	lr-fbneo	o	o	o	o	o	Clone: (fullthrl)
toratora	Tora Tora	lr-mame	o	o	o	o	o	
toride2g	Toride II Adauchi Gaiden	lr-fbneo	o	o	o	o	o	
tornbase	Tornado Baseball	lr-mame2016	o	o	o	o	o	
torus	[Adult] Torus	lr-mame	o	o	o	o	o	
toryumon	Toryumon	lr-fbneo	o	o	o	o	o	
totc	[Homebrew] Treasure of the Caribbean	lr-fbneo	o	o	o	o	o	NEO-GEO
totcarn	Total Carnage	lr-fbneo	o	o	o	o	o	
toto	Come Back Toto	lr-fbneo	o	o	o	o	o	
toucheme	[Adult] Touche Me	lr-mame	o	o	o	o	o	
touchgo	Touch & Go	lr-fbneo	o	o	o	o	o	Dual Monitor game; Requires modern MAME to get past protection Use lr-mame for 2 monitors or fbneo for single monitor and solid performance
tourtabl	Tournament Table	lr-mame2016	o	o	o	o	sp	
toutrun	Turbo Out Run	lr-fbneo	o	o	o	o	o	
toyland	Toy Land Adventure	lr-fbneo	o	o	o	o	o	
toypop	Toypop	lr-fbneo	o	o	o	o	o	
tp84	Time Pilot '84	lr-fbneo	o	o	o	o	o	
tpgolf	Top Player's Golf	lr-fbneo	o	o	o	o	o	NEO-GEO
trackfld	Track & Field	lr-fbneo	o	o	o	o	o	Clone (hyprolym)
trally	Thrash Rally	lr-fbneo	o	o	o	o	o	NEO-GEO
tranqgun	Tranquillizer Gun	lr-mame	o	o	o	o	o	Download/install samples
transfrm	Transformer	lr-fbneo	o	o	o	o	o	Clone: Astro Flash (astrofl)
travrusa	Zippy Race	lr-fbneo	o	o	o	o	o	Clone: (motorace, mototour). ROM can either be named Traverse USA or Zippy Race (dip switch setting). Zippy Race is most common.
trckydoc	Tricky Doc	lr-fbneo	o	o	o	o	o	
trebltop	Treble Top	lr-mame	o	o	o	o	o	
tricktrp	Trick Trap	lr-fbneo	o	o	o	o	o	Clone: (labyrunr)
triothep	Trio Punch, The	lr-fbneo	o	o	o	o	o	
triplep	Triple Punch	lr-fbneo	o	o	o	o	o	Clone: (knockout)
triplfun	Triple Fun	lr-fbneo	o	o	o	o	o	
triplhunt	Triple Hunt	lr-mame2016	o	o	o	o	o	Hit F2 after calibrating gun. Download/install samples
tripool	Tri-Pool	lr-fbneo	o	o	o	o	o	A=Square; B=Triangle; C=R Bumper
trisport	Tri-Sports	lr-mame2016	o	o	o	o	tb	
triviabb	Trivial Pursuit (Baby Boomer Edition)	lr-mame	o	o	o	o	o	Bally/Sente
triviag1	Trivial Pursuit (Think Tank - Genus I Edition)	lr-mame		o	o	o	o	Bally/Sente
triviag2	Trivial Pursuit (Genus II Edition)	lr-mame	o	o	o	o	o	Bally/Sente
trivialp	Trivial Pursuit	lr-mame2016	x	o	o	o	tb	Bally/Sente; Long time to initialize
triviasp	Trivial Pursuit (All Star Sports Edition)	lr-mame	o	o	o	o	o	Bally/Sente
triviayp	Trivial Pursuit (Young Players Edition)	lr-mame	o	o	o	o	o	Bally/Sente
trivquiz	Triv Quiz	lr-mame	o	o	o	o	o	
troangel	Tropical Angel	lr-fbneo	o	o	o	o	o	
trog	Trog	lr-fbneo	o	o	o	o	o	
trogpa4	[Proto] Trog	lr-fbneo	o	o	o	o	o	Very different gameplay than released version.
trojan	Trojan	lr-fbneo	o	o	o	o	o	
tron	Tron	lr-fbneo	o	o	o	o	o	Clone: (tronger)
trophyh	Trophy Hunting - Bear & Moose	lr-fbneo	o	o	o	o	lg	
trstar	Top Ranking Stars	lr-fbneo	o	o	o	o	o	Clone: (prmtmfgt)
truco	Truco	lr-mame2016	o	o	o	o	o	
truxton	Truxton	lr-fbneo	o	o	o	o	o	
truxton2	Truxton II	lr-fbneo	o	o	o	o	o	
trvgns	Trivia Genius	lr-fbneo	o	o	o	o	o	
trvhang	Trivia Hangup	lr-mame	o	o	o	o	o	
trvmstr	Trivia Master	lr-fbneo	o	o	o	o	o	
trvquest	Trivia Quest!	lr-mame	o	o	o	o	o	
trvwz2	Trivia ? Whiz (Edition 2)	lr-mame	o	o	o	o	o	
trvwz3h	Trivia ? Whiz (Edition 3)	lr-mame	o	o	o	o	o	
trvwz4	Trivia ? Whiz (Edition 4)	lr-mame	o	o	o	o	o	
trvwzh	Trivia ? Whiz	lr-mame	o	o	o	o	o	
tryout	Pro Baseball Skill Tryout	lr-mame2016	o	o	o	o	o	
ts2	Battle Arena Toshinden 2	lr-mame2016	x	o	o	o	o	Adjust CPU to 80% for solid 60 FPS and no perceived slowness
tsamurai	Samurai Nihon-Ichi	lr-fbneo	o	o	o	o	o	
tshingen	Shingen Samurai-Fighter	lr-fbneo	o	o	o	o	o	
tshoot	[Proto] Turkey Shoot	lr-mame2016	o	o	o	o	tb	
tstrike	Thunder Strike	lr-mame2016	o	o	o	o	o	
ttmahjng	T.T. Mahjong	lr-fbneo	o	o	o	o	o	
tturf	Tough Turf	lr-fbneo	o	o	o	o	o	
tubep	Tube Panic	lr-fbneo	o	o	o	o	o	
tugboat	Tugboat	lr-mame2016	o	o	o	o	o	
tumblep	Tumble Pop	lr-fbneo	o	o	o	o	o	Clone (tumbleb, tumbleb2)
tunhunt	Tunnel Hunt	lr-mame2016	o	o	o	o	o	
turbo	Turbo	lr-fbneo	o	o	o	o	o	
turbofrc	Turbo Force	lr-fbneo	o	o	o	o	o	
turbotag	[Proto] Turbo Tag	lr-mame2016	o	o	o	o	o	Req: midcsd. Bizarre controls: Can only drive down the screen when in reverse and when in forward.
turfmast	Neo Turf Masters	lr-fbneo	o	o	o	o	o	NEO-GEO
turkhunt	Turkey Hunting USA	lr-fbneo	o	o	o	o	lg	
turtles	Turtles	lr-fbneo	o	o	o	o	o	
turtship	Turtle Ship	lr-fbneo	o	o	o	o	o	
tutankhm	Tutankham	lr-fbneo	o	o	o	o	o	Control options for R-analog stick for firing, or square/circle.  Flash with bumpers or "X"
tutstomb	[Ticket] Tut's Tomb	lr-mame	o	o	o	o	lg	
twcup90	Tecmo World Cup '90	lr-fbneo	o	o	o	o	o	
twcup98	Tecmo World Cup '98	advmame	!	x	x	x	o	Sega Titan. Menu is broken, but game plays. Too slow, but it plays
twinactn	Twin Action	lr-fbneo	o	o	o	o	o	
twinadv	Twin Adventure	lr-fbneo	o	o	o	o	o	Clone (multi96)
twinbee	Twin Bee	lr-fbneo	o	o	o	o	o	
twinbrat	[Adult] Twin Brats	lr-fbneo	o	o	o	o	o	
twincobr	Twin Cobra	lr-fbneo	o	o	o	o	o	Clone (ktiger)
twineag2	Twin Eagle II	lr-fbneo	o	o	o	o	o	
twineagl	Twin Eagle	lr-fbneo	o	o	o	o	o	
twinfalc	Twin Falcons	lr-fbneo	o	o	o	o	o	Clone: (whizz)
twinhawk	Twin Hawk	lr-fbneo	o	o	o	o	o	Clone: (daisenpu)
twinkle	Twinkle	lr-fbneo	o	o	o	o	o	
twinqix	[Proto] Twin Qix	lr-fbneo	o	o	o	o	o	
twins	[Adult] Twins	lr-mame	o	o	o	o	o	
twinspri	Twinkle Star Sprites	lr-fbneo	o	o	o	o	o	NEO-GEO
twinsqua	Twin Squash	lr-mame2016	o	o	o	o	sp	
twocrude	Two Crude	lr-fbneo	o	o	o	o	o	Clone: (cbuster)
twotiger	Two Tigers	lr-fbneo	o	o	o	o	o	Download/install samples
twsoc96	Tecmo World Soccer '96	lr-fbneo	o	o	o	o	o	NEO-GEO (alternate name for non-lr-fbneo: tws96)
tx1	TX-1	lr-mame2016	x	o	o	o	o	40 fps on Pi 3B+. Fine on 4B
tylz	[Proto] Tylz	lr-mame2016	o	o	o	o	o	
uballoon	Ultra Balloon	lr-fbneo	o	o	o	o	o	
uccops	Undercover Cops	lr-fbneo	o	o	o	o	o	
ufosensi	UFO Senshi Yohko Chan	lr-fbneo	o	o	o	o	o	
ultennis	Ultimate Tennis	lr-fbneo	o	o	o	-	o	Art & Magic game; Very minor sync issue where Art & Magic logo plays after the music, but this is also the case with lr-mame2016 and lr-mame.
ultracin	Waku Waku Ultraman Racing	lr-fbneo	o	o	o	o	o	
ultraman	Ultraman	lr-fbneo	o	o	o	o	o	Ultraman
ultratnk	Ultra Tank	lr-mame2016	o	o	o	o	o	
ultrax	Ultra X Weapons	lr-fbneo	o	o	o	o	o	Flying plane Ultraman
umanclub	Ultraman Club	lr-fbneo	o	o	o	o	o	Ultraman as Bomberman...
umk3	Ultimate Mortal Kombat 3	lr-fbneo	o	o	o	o	o	
umk3pb1	Ultimate Mortal Kombat 3+ (Hack)	lr-fbneo	o	o	o	o	o	Popular hack of (umk3)
unclepoo	Uncle Poo	lr-fbneo	o	o	o	o	o	
undrfire	Under Fire	lr-fbneo	o	o	o	o	lg	
uniwars	UniWar S	lr-fbneo	o	o	o	o	o	Clone: Ataque Sideral (asideral) (galemp) (gteikoku) (mltiwars) (pajaroes) (skyraidr) (spacbatt) (spacempr)
unkpacg	Pac-Man Gambling Game (unknown)	lr-fbneo	o	o	o	o	o	
unsquad	U.N. Squadron	lr-fbneo	o	o	o	o	o	Clone "Area 88" (area88)
untoucha	[Adult] Untouchable	lr-mame	o	o	o	o	kb	
uopoko	Puzzle Uo-Poko	lr-fbneo	o	o	o	o	o	
upndown	Up'N Down	lr-fbneo	o	o	o	o	o	
upscope	Up Scope	lr-mame2016	x	o	o	o	o	
upyoural	Up Your Alley	lr-mame2016	o	o	o	o	tb	
usclssic	U.S. Classic	lr-fbneo	o	o	o	o	tb	Roll trackball towards target quickly
usg182	U.S. Games (v18.2)	lr-fbneo	o	o	o	o	o	
usg185	U.S. Games (v18.5)	lr-fbneo	o	o	o	o	o	
usg187c	U.S. Games (v18.7C)	lr-fbneo	o	o	o	o	o	
usg32	Super Duper Casino	lr-fbneo	o	o	o	o	o	
usg82	Super Ten (v8.2)	lr-mame2016	o	o	o	o	o	fbneo eventually freezes. Using 2016 instead
usg83x	Super Ten (v8.3x)	lr-mame2016	o	o	o	o	o	fbneo eventually freezes. Using 2016 instead
usgames	U.S. Games (v25.4X)	lr-fbneo	o	o	o	o	o	
utoukond	Ultra Toukon Densetsu	lr-fbneo	o	o	o	o	o	Squatty Ultraman
valkyrie	Valkyrie No Densetsu	lr-fbneo	o	o	o	o	o	
valtric	Valtric	lr-fbneo	o	o	o	o	o	
vamphalf	Vamf X1/2	lr-fbneo	o	o	o	o	o	
vampj	Vampire: The Night Warriors	lr-fbneo	o	o	o	o	o	
vandyke	Vandyke	lr-fbneo	o	o	o	o	o	Need 2015 for perfect audio
vangrd2	Vanguard II	lr-fbneo	o	o	o	o	o	
vanguard	Vanguard	lr-fbneo	o	o	o	-	o	Samples are good, but fire sound isn't emulated well with any version of MAME
vanguardc	Vanguard (Centuri)	lr-fbneo	o	o	o	o	o	
vanvan	Van-Van Car	lr-fbneo	o	o	o	o	o	
vaportra	Vapor Trail	lr-fbneo	o	o	o	o	o	Clone: (kuhga)
varth	Varth	lr-fbneo	o	o	o	o	o	
vasara	Vasara	lr-fbneo	o	o	o	o	o	Visco Games
vasara2	Vasara 2	lr-fbneo	o	o	o	o	o	Visco Games
vastar	Vastar	lr-fbneo	o	o	o	o	o	
vball	U.S. Championship V'Ball	lr-fbneo	o	o	o	o	o	
vblokbrk	Vs. Block Breaker	lr-fbneo	?	o	o	o	o	Clone: (sarukani)
vbowl	Virtua Bowling	lr-mame2016	o	o	o	o	o	Set for joystick by default. Use DIP SWITCH setting if you want trackball
vcircle	[Proto] Vicious Circle	lr-mame2010	!	o	o	o	o	Works best with 2010. Requires CHD
vendetta	Vendetta	lr-fbneo	o	o	o	o	o	4 player game!
venture	Venture	lr-mame2016	o	o	o	o	o	
vf	Works well with Plus. Thank you 	lr-mame2003-Plus	!	o	o	o	o	Works well with a modern version of Plus. Thank you Christoffer Cortes Sjöwall for the tip!
vgoalsoc	V Goal Soccer	lr-mame	x	o	o	o	o	Extremely broken parallax scrolling of the field
vhunt2	Vampire Hunter 2: Darkstalkers' Revenge	lr-fbneo	o	o	o	o	o	
victnine	Victorious Nine	lr-mame2016	o	o	o	o	o	
victory	Victory (Exidy)	lr-mame2016	o	o	o	o	sp	
victoryc	Victory (Comsoft)	lr-fbneo	o	o	o	o	o	
victroad	Victory Road	lr-fbneo	o	o	o	o	o	Use L/R bumpers to rotate weapon aim; dogosoke
videopin	Video Pinball	lr-mame2016	o	o	o	o	o	Requires background, or it'll just be flippers in space... Recommend remap from keyboard to L1/L2 for flippers and "B-Button" for nudge
vidvince	[Proto] Video Vince and the Game Factory	lr-mame2016	o	o	o	o	o	
viewpoin	Viewpoint	lr-fbneo	o	o	o	o	o	NEO-GEO
vigilant	Vigilante	lr-fbneo	o	o	o	o	o	
vimana	Vimana	lr-fbneo	o	o	o	o	o	
vindctr2	Vindicators Part II	lr-fbneo	o	o	o	o	o	
vindictr	Vindicators	lr-fbneo	o	o	o	o	o	
viofight	Violence Fight	lr-fbneo	o	o	o	o	o	
viostorm	Violent Storm	lr-fbneo	o	o	o	o	o	
viper	Viper	lr-mame2016	o	o	o	o	o	
viprp1	Viper Phase 1	lr-mame2016	x	o	o	o	o	Maiden launch: Non-skippable 999 second countdown. When done, hit TAB and Machine Information. Change JP1. Then hit F3 to restart.
vivdolls	[Adult] Vivid Dolls	lr-mame	!	!	o	o	o	Unplayably slow
vliner	V-Liner	lr-fbneo	o	o	o	o	o	
vmetal	Varia Metal	lr-fbneo	o	o	o	o	o	
volfied	Volfied	lr-fbneo	o	o	o	o	o	Qix-like... And it's from Taito. Nice
vortex	Vortex	lr-mame2016	o	o	o	o	o	Long-press fire to thrust
vsav	Vampire Savior	lr-fbneo	o	o	o	o	o	
vsav2	Vampire Savior 2	lr-fbneo	o	o	o	o	o	
vsbball	Vs. Baseball	lr-mame2016	o	o	o	o	o	Turned off dual screen for cabinet art
vsfdf	Vs. Freedom Force	lr-mame2016	o	o	o	o	lg	
vsgongf	Vs. Gong Fight	lr-fbneo	o	o	x	o	o	Clone: (ringfgt). Innaccurate colors in all emulators
vsgradus	Vs. Gradius	lr-mame2016	o	o	o	o	o	
vsgshoe	Vs. Gumshoe	lr-mame2016	o	o	o	o	lg	
vshoot	V-Shoot	lr-mame2010	x	o	o	o	o	namconb1.cpp driver not supported w/ lr-mame or 2016. 2015 is too slow. Need 2010
vsmahjng	Vs. Mahjong	lr-mame2016	o	o	o	o	o	Dual screen
vsnetscr	Versus Net Soccer	lr-mame2016	!	-	o	o	o	FPS about 55. Feels right.
vspinbal	Vs. Pinball	lr-mame2016	o	o	o	o	o	
vsskykid	Vs. Super Skykid	lr-mame2016	o	o	o	o	o	
vsslalom	Vs. Slalom	lr-mame2016	o	o	o	o	o	
vssoccer	Vs. Soccer	lr-mame2016	o	o	o	o	o	
vstennis	Vs. Tennis	lr-mame2016	o	o	o	o	o	
vstetris	Vs. Tetris	lr-mame2016	o	o	o	o	o	
vulgus	Vulgus	lr-fbneo	o	o	o	o	o	
wacko	Wacko	lr-fbneo	o	o	o	o	o	
wakuwak7	Waku Waku 7	lr-fbneo	o	o	o	o	o	NEO-GEO
wallc	Wall Crash	lr-fbneo	o	o	o	o	sp	
wallst	Wall Street	lr-mame2016	o	o	o	o	o	
wanted	Wanted	lr-fbneo	o	o	o	o	o	
wardner	Wardner	lr-fbneo	o	o	o	o	o	Clone: (pyros, wardnerj)
warlords	Warlords	lr-mame2016	o	o	o	o	sp	
warofbug	War of the Bugs	lr-fbneo	o	o	o	o	o	
warpwarp	Warp & Warp	lr-fbneo	o	o	o	o	o	
warrior	Warrior	lr-mame	o	o	o	o	o	Download/install samples
warriorb	Warrior Blade - Rastan Saga Episode III	lr-fbneo	o	o	o	o	o	Taito Dual Screen!
waterski	Water Ski	lr-fbneo	o	o	o	o	o	
watrball	Water Balls	lr-fbneo	o	o	o	o	o	
wb3	Wonder Boy III: Monster Lair	lr-fbneo	o	o	o	o	o	
wbbc97	Beach Festival World Championship 1997	lr-mame	o	o	o	o	o	
wbeachvl	World Beach Volley	lr-mame	-	o	o	x	o	Crackling with this version of MAME, but has audio
wbml	Wonder Boy In Monster Land	lr-fbneo	o	o	o	o	o	
wboy	Wonder Boy	lr-fbneo	o	o	o	o	o	Clone: (wbdeluxe)
wcbowl	World Class Bowling	lr-fbneo	o	o	o	o	tb	Lower framerate when not playing, but perfect during play
wcbowldx	World Class Bowling Deluxe	lr-fbneo	o	o	o	o	o	Lower framerate when not playing, but perfect during play
wcvol95	World Cup Volley '95 (Asia)	lr-fbneo	o	o	o	o	o	Full speed on advmame. Way too slow on 2010.
wecleman	WEC Le Mans 24	lr-mame2016	o	o	o	o	o	
welltris	Welltris	lr-fbneo	o	o	o	o	o	
wfortune	Wheel of Fortune	lr-mame2016	o	o	o	o	o	
wgp	WGP	lr-mame2016	o	o	-	o	o	Some minor sorting issues
wgp2	WGP II	lr-mame2016	o	o	-	o	o	Some minor sorting issues
wh1	World Heroes	lr-fbneo	o	o	o	o	o	NEO-GEO
wh2	World Heroes 2	lr-fbneo	o	o	o	o	o	NEO-GEO
wh2j	World Heroes Jet	lr-fbneo	o	o	o	o	o	NEO-GEO
